NAME,OPERATOR_ID,SIGNIFICANT,IYEAR,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,UNINTENTIONAL_RELEASE,INTENTIONAL_RELEASE,FATALITY_IND,FATAL,INJURY_IND,INJURE,EXPLODE_IND,IGNITE_IND,NUM_PUB_EVACUATED,TOTAL_COST_CURRENT,CAUSE,COMMODITY_RELEASED_TYPE,NARRATIVE,SYSTEM_TYPE,UNITS,TOTAL_RELEASE,MDY,IMONTH,MSYS,ILOC,MoYr
"PETROLOGISTICS OLEFINS, LLC",20160,YES,2013,2013-04-04T18:41:00Z,30.2304266,-91.03874,9,500,NO,0,NO,0,NO,NO,0,46346.5828750982,EQUIPMENT FAILURE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,AROUND 6:41P.M. PETROLOGISTICS CONTROL CENTER RECIEVED A CALL FROM THAT THERE WAS A WHITE CLOUD AROUND OUR PIPELINES BUT DIDN'T KNOW IF IT WAS OURS LEAKING OR NOT. EVERYTHING THAT WE COULD TELL FROM SCADA WAS NORMAL. SCOTT TAYLOR AND TONY SEVERIO WERE NOTIFIED AN ALSO SONNY WOMACK WAS CALLED OUT TO CHECK THE SITUATION. AT 7:35P.M. PETROLOGISTICS TECHNICAIN LET US KNOW THAT IT WAS AN GASKET LEAKING ON OUR ETHYLENE LINE. THE LEAK WAS IN A FIELD AROUND THE 3115 & HIGHWAY 73 INTERSECTION ABOUT A MILE FROM THE HIGHWAYS. AT 7:36P.M. THE SECTION OF PIPELINE WAS SHUTDOWN. AT 10:00P.M. LINE WAS FLARED DOWN.  ON 4/5/13 AT 12:30AM GASKET WAS CHANGED OUT.  LINE WAS RECOMMISSIONED ON 4/5/13 AT 1:30 P.M. AND FLOWING PRODUCT AT 4:30 P.M.,HL (Hazardous Liquids),US BBLs,509,2013-04-04,4,HL,"Geismar, LA",2013-04-01
"TALLGRASS INTERSTATE GAS TRANSMISSION, LLC",1007,YES,2013,2013-05-04T02:18:00Z,41.33355,-103.88494,75000,10000,NO,0,NO,0,NO,NO,0,481560.416210578,MATERIAL FAILURE OF PIPE OR WELD,"NATURAL GAS","AT APPROXIMATELY 02:18 LOCAL TIME ON MAY 4, 2013, A PIPE SECTION OF THE 20"" TALLGRASS PONY EXPRESS PIPELINE (PXP) MAINLINE IN UNINCORPORATED (CLASS 1 AREA) KIMBALL COUNTY, NE RUPTURED DUE TO THEN-UNKNOWN CAUSES.   THE PIPELINE WAS OPERATING AT 845 PSIG AT THE TIME OF THE INCIDENT, WITH AN ESTABLISHED MAXIMUM ALLOWABLE OPERATING PRESSURE (MAOP) OF 1052 PSIG.   THERE WAS NO FIRE, EXPLOSION, INJURY/DEATH, OR MAJOR PRIVATE PROPERTY DAMAGE ASSOCIATED WITH THE RUPTURE.      THE RUPTURE WAS IDENTIFIED BY TALLGRASS GAS CONTROL OPERATORS AT 02:31 WHEN A DOWNSTREAM COMPRESSOR STATION ALARMED ON A LOW COMPRESSION RATE.    PRESSURE TRENDING INDICATED ABNORMAL OPERATING CONDITIONS (AOC) ON THE 135 MILE-LONG PXP GUERNSEY-STERLING SEGMENT.   LOCAL FIELD OPERATORS WERE CONTACTED AND BEGAN SHUTTING IN THE SEGMENT VIA ISOLATION VALVES AT INTERCONNECT POINTS.        THE GUERNSEY-ROCKPORT INTERCONNECT POINT (35 MILES UPSTREAM OF STERLING) SEGMENT WAS ISOLATED BY 02:54, 23 MINUTES AFTER AOC IDENTIFICATION.   FIELD OPERATIONS CONTINUED SYSTEMATIC VALVE CLOSURES AS THEY MOVED ALONG THE PIPELINE TOWARDS THE RUPTURE; THE LOCAL 15.9 MILE VALVE-TO-VALVE SEGMENT WITH THE RUPTURED SECTION WAS ISOLATED BY 06:29.  FIELD OPERATIONS SUPERVISED AN INTENTIONAL AND CONTROLLED BLOWDOWN OF THE LOCAL SEGMENT UNTIL IT WAS SAFE TO APPROACH THE RUPTURE SITE TO BEGIN INVESTIGATION.      FIELD INVESTIGATION REVEALED A CATASTROPHIC RUPTURE OF A PIPE SECTION APPROXIMATELY 45 FEET IN LENGTH, WITH COMPLETE SEPARATION OF THE RUPTURED SECTION FROM THE PIPELINE.  THE FRAGMENTS OF THE PIPE (API-5L X52, EFW, MANUFACTURED IN 1954 BY AO SMITH) WERE SENT TO A METALLURGICAL FIRM FOR STUDY.    METALLOGRAPHY DETERMINED THAT THE RUPTURE ORIGINATED IN A ""HARD SPOT"" MILL DEFECT IN THE BODY WALL. THE SEAM AND GIRTH WELDS WERE NOT PART OF THE ROOT CAUSE.    THE PIPELINE WAS RETURNED TO SERVICE ON MAY 9, 2013 UNDER A TEMPORARY PRESSURE RESTRICTION OF 676 PSIG (80% OF THE OPERATING FAILURE PRESSURE).",GT (Gas Transmission),mscf,85000,2013-05-04,5,Gas,"Unincorporated, NE",2013-05-01
KINDER MORGAN COCHIN LLC,32258,YES,2013,2013-05-01T15:12:00Z,42.183809,-91.189346,253,21506,NO,0,NO,0,NO,NO,17,1068810.85310291,OTHER OUTSIDE FORCE DAMAGE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,"A FARMER PLOWING A FIELD CAME IN CONTACT AND COMPLETELY DRAGGED OFF OUR MAINLINE VALVE'S FACILITY CHAIN LINK SECURITY FENCE.  AS THE FENCE WAS DRAGGED ACROSS OUR FACILITY IT SNAGGED A ONE INCH STAINLESS STEEL AUXILIARY BALL VALVE.  THIS VALVE WAS CONNECTED TO A FOUR INCH BLIND FLANGE BY A ONE INCH CARBON STEEL NIPPLE.  THIS NIPPLE WAS SHEARED OFF DURING THIS EVENT WHICH ALLOWED THE RELEASE OF PROPANE.    A SECOND NRC REPORT WAS MADE ON MAY 2, 2013, NRC # 1045765.  A ""QUANTITY RELEASE"" VOLUME WAS REPORTED IN THIS UPDATE.    FOR THE 17 FAMILIES REPORTED EVACUATED, 14 WERE EVACUATED BY LOCAL EMERGENCY RESPONDERS DUE TO THEIR PROXIMITY TO THE RELEASE AND AN ADDITIONAL THREE FAMILIES WERE DISPLACED WHEN WE REQUESTED THE ELECTRICAL POWER IN THE AREA OF THE LEAK SITE BE TURNED OFF.    DUE TO THE TYPE OF PRODUCT THAT WAS RELEASE THERE WAS NO IMPACT TO THE SOIL THEREFORE SOIL REMEDIATION WAS NOT REQUIRED.",HL (Hazardous Liquids),US BBLs,21759,2013-05-01,5,HL,"Monticello, IA",2013-05-01
ANR PIPELINE CO,405,NO,2013,2013-06-18T11:00:00Z,41.462836,-88.175128,91400,0,NO,0,NO,0,NO,NO,0,49566.4367377951,EQUIPMENT FAILURE,"NATURAL GAS",THE GEARHEAD ADAPTOR ON THE STATION BLOCK VALVE DID NOT FULLY CLOSE AND GAS CONTROL SCREEN TEMPLATE DID NOT PICK IT UP.  THE AIR COMPRESSOR THAT SUPPLIED THE GAS TO BLOCK VALVE FAILED AND GAS CONTROL DID NOT SEE THAT FUNCTION.  A FOLLOW UP INVESTIGATION WAS FORWARDED TO THE PHMSA CENTRAL REGION OFFICE.  THE FAILED BLOCK VALVE HAS BEEN REPAIRED AND BOTH AIR COMPRESSORS ARE BACK IN NORMAL SERVICE.  ALL OPERATIONS ARE BACK IN NORMAL SERVICE AT THE COMPRESSOR STATION.,GT (Gas Transmission),mscf,91400,2013-06-18,6,Gas,"Channahon, IL",2013-06-01
TRANSPETCO TRANSPORT CO.,31013,YES,2013,2013-06-10T11:30:00Z,35.96576,-103.18311,26,20777,NO,0,NO,0,NO,NO,0,77828.9080911233,MATERIAL FAILURE OF PIPE OR WELD,CO2 (CARBON DIOXIDE),PATROL PILOT REPORTED THE GROUND HAD HEAVED ABOVE THE PIPELINE. THERE WAS A BALL OF DRY ICE APPROXIMATELY 4' IN DIAMETER ABOVE THE PIPELINE UNDER THE SOIL. THE LEAK WAS DUE TO A PINHOLE IN A GIRTH WELD ON THE TOP OF THE PIPE. THE LEAKING PIPE WAS CUT OUT 5' ON EITHER SIDE OF THE WELD AND REPLACED.,HL (Hazardous Liquids),US BBLs,20803,2013-06-10,6,HL,"NA, NM",2013-06-01
DOMINION EAST OHIO,4060,YES,2013,2013-07-22T06:01:00Z,40.94615474,-81.54106343,17700,0,NO,0,NO,0,NO,NO,175,1692388.47424761,CORROSION FAILURE,"NATURAL GAS","ON JULY 22, 2013, AT APPROXIMATELY 6:01 A.M. AN 8"" STORAGE LINE OPERATING AT 1,483 PSIG LOCATED IN NEW FRANKLIN, OHIO RUPTURED.  AT APPROXIMATELY 6:30 A.M. ON JULY 22, 2013, DOMINION ARRIVED ON SCENE AND ISOLATED THE SECTION OF PIPELINE THAT RUPTURED AT APPROXIMATELY 7:02 A.M.  THE SECTION OF PIPE THAT RUPTURED WAS CUT OUT AND SENT TO A THIRD PARTY LABORATORY, KEIFNER & ASSOCIATES, FOR A FAILURE ANALYSIS.  THE ANALYSIS CONCLUDED THE CAUSE OF THE FAILURE WAS DETERMINED TO BE INTERNAL SELECTIVE SEAM WELD CORROSION (SSWC) OF THE LOW-FREQUENCY ELECTRIC-RESISTANCE WELDED (LF-ERW) SEAM.",GT (Gas Transmission),mscf,17700,2013-07-22,7,Gas,"New Franklin, OH",2013-07-01
TESORO HIGH PLAINS PIPELINE COMPANY LLC,31570,YES,2013,2013-07-29T00:00:00Z,48.524251,-102.856912,20600,0,NO,0,NO,0,NO,NO,0,19535360.6912804,"NATURAL FORCE DAMAGE",CRUDE OIL,"ON SEPTEMBER 29, 2013, TESORO HIGH PLAINS PIPELINE (THPP) PERSONNEL WERE NOTIFIED OF A POSSIBLE CRUDE OIL RELEASE FROM A PIPELINE APPROXIMATELY 9 MILES NORTH OF TIOGA, ND.  LOCAL THPP PERSONNEL IMMEDIATELY NOTIFIED THE CONTROL CENTER WHICH SHUTDOWN THE PIPELINE.  THPP RESPONSE PERSONNEL WERE DISPATCHED TO THE SITE AND FEDERAL AND STATE AUTHORITIES WERE NOTIFIED (I.E. NRC AND ND STATE RADIO).   THE PIPELINE WAS EXCAVATED AND THE RELEASE SOURCE (A SMALL HOLE) WAS CLAMPED.  A SUBSURFACE ASSESSMENT OF THE AFFECTED SOIL HAS ESTIMATED THE TOTAL SPILL VOLUME AT 20,600 BBLS.      THE AFFECTED PIPE WAS REMOVED AND SENT TO A LABORATORY FOR METALLURGICAL ANALYSIS.   THE REPORT FROM THE METALLURGICAL LABORATORY DETERMINED THAT THE HOLE RESULTED FROM AN ELECTRICAL DISCHARGE.  THE LABORATORY ALSO DETERMINED THAT THERE WAS NO EVIDENCE OF CORROSION OR MECHANICAL DAMAGE.  THE ROOT CAUSE ANALYSIS INVESTIGATION DETERMINED THE ELECTRICAL DISCHARGE WAS MOST LIKELY THE RESULT OF A LIGHTNING STRIKE.  ALTHOUGH THE EXACT DATE OF THE LIGHTNING STRIKE IS UNKNOWN, THE INVESTIGATION CONCLUDED THAT IT MOST LIKELY OCCURRED BETWEEN JULY 29 AND AUGUST 9, 2013.      PER PHMSA GUIDANCE, THIS REPORT IS BEING SUBMITTED AS A ""FINAL"" REPORT   BECAUSE THE ACCIDENT RESPONSE CONSISTS OF ONLY LONG TERM REMEDIATION WHICH IS BEING CONDUCTED UNDER THE AUSPICES OF THE NORTH DAKOTA DEPARTMENT OF HEALTH.",HL (Hazardous Liquids),US BBLs,20600,2013-07-29,7,HL,"NA, ND",2013-07-01
ENERGY TRANSFER COMPANY,32099,YES,2013,2013-08-19T05:05:00Z,33.11163,-98.4053,26765,0,NO,0,NO,0,NO,NO,0,123131.49425972,CORROSION FAILURE,"NATURAL GAS","ON AUGUST 19, 2013, AT APPROXIMATELY 5:05 AM ENERGY TRANSFER COMPANY (ETC) EXPERIENCED  RUPTURE ON THE SIMPSON HEIRS 8"" LATERAL IN THE BRYSON UNDERGROUND STORAGE FACILITY IN JACK COUNTY, NEAR BRYSON, TEXAS.  THE PIPELINE IS AN INTRASTATE NATURAL GAS TRANSMISSION PIPELINE LOCATED IN A RURAL (CLASS 1) AREA, UNDER THE JURISDICTION OF THE TEXAS RAILROAD COMMISSION (SYSTEM ID # 960834).  THE INCIDENT WAS REPORTED TO THE TRRC UNDER INCIDENT ID: 844 AND ALSO TO THE NRC UNDER ID: 1057525.  THERE WERE NO FATALITIES, INJURIES, EVACUATIONS, ROAD CLOSURES, EXPLOSIONS, FIRE, MEDIA INTEREST, SPILLS OR ANY RESPONSE BY AN EMERGENCY OFFICIAL.  THERE WERE NO BUILDINGS INTENDED FOR HUMAN OCCUPANCY WITHIN 1/2 MILE.       AT 4:31 AM, AN AREA LANDOWNER, CONTACTED AN ETC EMPLOYEE AND ADVISED THAT HE HEARD GAS BLOWING IN THE AREA OF THE BRYSON STORAGE FACILITY.    AT 4:37 AM A SECOND AREA LANDOWNER, CONTACTED AN ETC EMPLOYEE AND ADVISED THAT HE HEARD GAS BLOWING IN THE AREA OF CEMENT MOUNTAIN ROAD.  AT 4:40 AM, ETC GAS CONTROL WAS CONTACTED, AND ADVISED THERE WAS AN ISSUE AT THE BRYSON COMPRESSOR STATION AND ASKED TO STOP INJECTING, SHUT THE ENGINES DOWN, ISOLATE STATION VALVES & WAIT FOR A CALL BACK.  OPERATIONS PERSONNEL RESPONDED ON SCENE AT 5:05 AM AND THE RUPTURE WAS CONFIRMED TO BE ON THE SIMPSON HEIRS 8"" LATERAL AND WAS ISOLATED AND DEPRESSURIZED AT 5:08 AM.      THE PIPELINE WAS REPAIRED BY REPLACING A SECTION OF LINE PIPE AND WAS MADE READY FOR SERVICE ON 8/23/13 AT 3:30 PM.    FINAL UPDATE: NOV. 26, 2013  ALL PERMANENT REPAIRS WERE COMPLETED AND THE LINE WAS BROUGHT BACK IN SERVICE ON OCT. 23, 2013.  THE LINE WAS MADE PIGGABLE BY REPLACING PIPE SIZES TO BE SAME.  ALL DAMAGES WERE LIMITED TO GAS LOSS AND PIPE REPAIRS. ESTIMATED COST NOTED ON INITIAL REPORT REMAIN ACCURATE.",GT (Gas Transmission),mscf,26765,2013-08-19,8,Gas,"Bryson, TX",2013-08-01
ENTERPRISE PRODUCTS OPERATING LLC,31618,YES,2013,2013-08-12T23:10:00Z,41.697667,-90.098627,18400,0,NO,0,NO,0,YES,YES,32,592270.227808327,MATERIAL FAILURE OF PIPE OR WELD,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,"AT 23:16 ON AUGUST 12, 2013 WILLOW STATION PUMP WENT DOWN ON LOW SUCTION PRESSURE AND SCADA INDICATED A SIGNIFICANT DROP IN PRESSURE.  THE CONTROLLER SUSPECTED A LEAK AND NOTIFIED THE IOWA STATION OPERATOR TO SHUT DOWN THE PUMPS.  LOCAL OPERATIONS PERSONNEL WERE NOTIFIED AND PLACED ON STANDBY ONCE THE LOCATION WAS CONFIRMED.  AT 23:58, A FARMER REPORTED A FIRE IN HIS FIELD NEAR AERIAL MARKER (AM) 76 / MILEPOST (MP) 16.  OPERATIONS PERSONNEL WERE IMMEDIATELY DISPATCHED TO THE AREA.  THE CONTROLLER BLOCKED IN THE MOVS AT AM 115 / MP 55 AND AM 177 / MP 116.  LOCAL OPERATIONS PERSONNEL CLOSED MANUAL BLOCK VALVES AT AM 71 / MP 11, AM 86 / MP 26 AND AM 87 / MP 27. A 1-MILE SAFETY BUFFER WAS ESTABLISHED AROUND THE LEAK SITE, TRAFFIC WAS BLOCKED AND ALL HOMES WERE EVACUATED WITHIN THE BUFFER ZONE.    AT 02:35 ON 8/13/2013, LOCAL OPERATIONS PERSONNEL WERE ABLE TO GET CLOSER TO THE LEAK SITE AND CLOSED THE BLOCK VALVE AT AM 76 / MP 16.  THIS ISOLATED THE LEAKING SEGMENT BETWEEN AM 76 / MP 16 AND AM 86 / MP 26.  THE AREA WAS SECURED AND PRESERVED FOR EXAMINATION BY A THIRD-PARTY.      AFFECTED PIPE WAS CUT OUT AND SENT IN FOR METALLURGICAL ANALYSIS ALONG WITH THE PIECES THAT WERE COLLECTED.  THE AFFECTED PIPELINE SEGMENT WAS REPLACED AND THE PIPELINE WAS RETURNED TO SERVICE ON 8/17/2013.     =================NOTES============================  THROUGH A REVIEW OF SCADA DATA, THE TIME OF THE ACCIDENT WAS LATER DETERMINED TO BE AT 23:10 ON AUGUST 12, 2013 AS INDICATED BY A RAPID PRESSURE DROP ON THE LINE PRESSURE AND DISCHARGE PRESSURE AT WILLOW STATION.       THE EVACUATION OF THE GENERAL PUBLIC WAS CARRIED OUT BY LOCAL EMERGENCY OFFICIALS.  THE RESPONSE PROVIDED IN PART A QUESTION 17 IS THE NUMBER OF HOMES THAT WERE EVACUATED.  THE EXACT NUMBER OF PEOPLE EVACUATED CANNOT BE VERIFIED.      SOIL CONTAMINATION:  FOURTEEN SAMPLES WERE COLLECTED FROM THE RUPTURE SITE, INCLUDING THE DEPRESSION, ONLY ONE SAMPLE ANALYSIS EXHIBITED BENZENE RESULTS.   THE BENZENE DETECTED IN THIS SAMPLE DID NOT EXCEED REGULATORY (IL EPA) SOIL STANDARDS AND THE ORIGINS OF THE DETECTION HAVE NOT BEEN CONFIRMED TO BE RESULTING FROM THIS RELEASE.    GROUNDWATER CONTAMINATION:  ONE GROUNDWATER SAMPLE WAS COLLECTED FROM THE DEPRESSION, THIS SAMPLE ANALYSIS EXHIBITED BTEX (BENZENE, TOLUENE, ETHYL BENZENE, XYLENE) RESULTS ABOVE THE REGULATORY (IL EPA) GROUNDWATER STANDARDS AND THE ORIGINS OF THE DETECTION HAS NOT BEEN CONFIRMED TO BE RESULTING FROM THIS RELEASE.    =================METALLURGICAL ANALYSIS==================  RESULTS FROM THE METALLURGICAL ANALYSIS IDENTIFIED THE FAILURE WAS CAUSED BY A DEFECT THAT FORMED IN THE LONGITUDINAL ERW SEAM OF THE PIPE.  THE DEFECT WAS A COMBINATION OF TWO FLAWS: AN EXTERNAL SURFACE-BREAKING HOOK CRACK AND A CRACK THAT FORMED AT THE BASE OF THE HOOK CRACK AND ENLARGED OVER TIME WHILE THE PIPE WAS IN SERVICE.  THE HOOK CRACK WAS A MANUFACTURING DEFECT THAT FORMED WHEN THE PIPE WAS MANUFACTURED.   FRACTOGRAPHIC AND METALLOGRAPHIC EXAMINATION WAS UNABLE TO CONCLUSIVELY DETERMINE THE CAUSE OF THE IN-SERVICE FLAW GROWTH.      ===================8/15/2014 UPDATE===============  PART C #6. THE LENGTH AND WIDTH OF THE RUPTURE OPENING REPRESENTS THE NOMINAL OD AND THE GAP BETWEEN THE ENDS OF THE PIPE.",HL (Hazardous Liquids),US BBLs,18400,2013-08-12,8,HL,"Erie, IL",2013-08-01
"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",31711,YES,2013,2013-09-28T20:03:00Z,36.32141,-97.38995,25400,0,NO,0,NO,0,NO,NO,1,432715.89012176,EQUIPMENT FAILURE,"NATURAL GAS","AT APPROXIMATELY 8:03 PM SSCGP GAS CONTROL NOTICE A DROP IN PRESSURE ON LINE V-OKLAHOMA DILLWORTH LINE, AND AT 8:08 PM RECEIVED A CALL FROM A LOCAL RESIDENT NOTIFYING SSCGP OF A POSSIBLE INCIDENT.  LOCAL OPERATIONS WERE IMMEDIATELY CALLED TO BE DISPATCHED TO THE SITE TO CONFIRM THE SITUATION AND MAKE ANY NECESSARY CORRECTIONS.  EDMOND STATION COMPRESSOR, FEEDS LINE V, WAS SHUTDOWN AT 8:14 PM AND GAS FLOWS WERE BEING DIVERTED AROUND AFFECTED AREA.  AT 8:23 SSCGP GAS CONTROL NOTIFIED LOCAL EMERGENCY RESPONDERS OF THE SITUATION OF WHICH THEY WERE ALREADY AWARE.  LOCAL OPERATIONS ARRIVED ON SCENE AT 9:20 PM AND AFTER CONFIRMING THAT THE SCENE HAD BEEN MADE SAFE THROUGH EVACUATIONS BEGAN ISOLATING THE FAILED LINE SEGMENT.  THE LINE FAILURE WAS COMPLETELY ISOLATED AT 9:51 PM.  THERE WAS NO FIRE COMBINED WITH THE BLOWING GAS DURING THIS INCIDENT.",GT (Gas Transmission),mscf,25400,2013-09-28,9,Gas,"Perry, OK",2013-09-01
"NUSTAR LOGISTICS, L.P.",31454,YES,2013,2013-09-03T21:34:00Z,28.488488,-98.160559,2752,0,NO,0,NO,0,NO,NO,0,1982316.9520817,CORROSION FAILURE,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"ON TUESDAY, SEPTEMBER 3, 2013, NUSTAR'S CONTROL ROOM IN SAN ANTONIO, TX RECEIVED A LOW-SUCTION ALARM ON NUSTAR'S 8-INCH 53P THREE RIVERS TO SAN ANTONIO (SOUTH) PIPELINE SYSTEM.  THE THREE RIVERS PUMP STATION WAS AUTOMATICALLY SHUT DOWN ON THE ALARM, AND THE PUMP STATION DISCHARGE VALVE WAS CLOSED.  THROUGHOUT THE EVENING OF SEPTEMBER 3RD AND EARLY MORNING OF SEPTEMBER 4TH, NUSTAR PERSONNEL DROVE THE ENTIRE PIPELINE SEGMENT FROM THREE RIVERS, TX TO NUSTAR'S SAN ANTONIO SOUTH TERMINAL CHECKING IMMEDIATE RESPONSE AREAS.      ON WEDNESDAY, SEPTEMBER 4, 2013, NUSTAR PERSONNEL DISCOVERED A RELEASE ON THE ROW OF THE PIPELINE APPROXIMATELY 0.5 MILES NORTH OF HWY 72 NEAR THREE RIVERS, TX.  THE ACCIDENT OCCURRED IN A RURAL, NON-HCA LOCATION IN LIVE OAK COUNTY, TX.  APPROXIMATELY 2,752 BARRELS OF GASOLINE WAS RELEASED, AND APPROXIMATELY 817 BARRELS HAVE BEEN RECOVERED TO-DATE.  THE AFFECTED PIPE SEGMENT WAS REMOVED AND REPLACED ON THURSDAY, SEPTEMBER 5, 2013.      THE AFFECTED PIPE SEGMENT WAS SENT TO A THIRD PARTY METALLURGICAL LABORATORY FOR ANALYSIS.  THE RUPTURE WAS CAUSED BY EXTERNAL CORROSION UNDERNEATH TAPE COATING APPLIED OVER THE GIRTH WELD REGION.  THE CORROSION WAS ISOLATED TO THE PIPE BENEATH THE TAPE COATING.  THE CORROSION PROGRESSED TO A DEPTH WHERE THE REMAINING WALL THICKNESS WAS UNABLE TO CONTAIN THE INTERNAL PRESSURE.",HL (Hazardous Liquids),US BBLs,2752,2013-09-03,9,HL,"Three Rivers, TX",2013-09-01
NORTHERN NATURAL GAS CO,13750,YES,2013,2013-10-08T23:45:00Z,36.949617,-99.985855,40000,0,NO,0,NO,0,NO,YES,0,256213.926055658,CORROSION FAILURE,"NATURAL GAS","ON OCTOBER 8, 2013 AT APPROXIMATELY 10:40 PM (22:40) NORTHERN'S 30-INCH BEAVER TO MULLINVILLE (OKM10703-M680C) C-LINE FAILED. THE FAILURE RESULTED IN A RELEASE OF NATURAL GAS AND A SUBSEQUENT FIRE. THE FAILURE OCCURRED IN A CULTIVATED FIELD LOCATED IN HARPER COUNTY, OKLAHOMA NEAR MILE POST 34.22. THE AREA IS WEST OF US HIGHWAY 283 AND SOUTH OF E0040 ROAD. THE FAILURE DID NOT CAUSE ANY INJURIES OR EVACUATIONS. WHILE THE FIRE DESTROYED SOME CROPS, NO OTHER PROPERTY DAMAGE WAS REPORTED.  NORTHERN'S SHIFT OPERATOR LOCATED AT THE BEAVER COMPRESSOR STATION DISCOVERED THE PRESSURE ON THE BEAVER TO MULLINVILE M680C LINE WAS DECREASING AT AN ABNORMAL RATE. HE WAS ALSO ABLE TO SEE THE FIRE IN THE DISTANCE. THE FAILED SECTION WAS SUBSEQUENTLY ISOLATED WHEN THE UPSTREAM AND DOWNSTREAM MAINLINE VALVES WERE CLOSED.   THE INVESTIGATION TEAM BEGAN TO EXAMINE THE SITE AND COLLECT EVIDENCE ON OCTOBER 9. THE FAILURE HAD OPENED A HOLE ALONG THE RIGHT-OF-WAY ABOUT 45 FEET AT ITS WIDEST AND 200 FEET LONG. SEVERAL SECTIONS OF PIPE HAD BEEN EJECTED FROM THE DITCH. ALL OF THE FAILED PIPE WAS SENT TO STRESS ENGINEERING SERVICES IN HOUSTON, TEXAS FOR EXAMINATION. THE PIPE WAS RECEIVED IN HOUSTON ON OCTOBER 13. STRESS DETERMINED THAT THE FAILURE WAS A DIRECT RESULT OF AN AREA OF EXTERNAL CORROSION ABOUT 9 INCHES LONG BY 3 INCHES CIRCUMFERENTIALLY.  ON OCTOBER 16, 2013, NORTHERN RECEIVED APPROVAL FROM THE SW REGION OF PHMSA TO RETURN THE PIPELINE TO SERVICE.",GT (Gas Transmission),mscf,40000,2013-10-08,10,Gas,"Rosston, OK",2013-10-01
